 t x0 y0 z0 vx0 vy0 vz0 x1 y1 z1 vx1 vy1 vz1 x2 y2 z2 vx2 vy2 vz2 x3 y3 z3 vx3 vy3 vz3
   0.0000000000000000000000000 -1.1844475691074707324190740 0.5898810975762603936445316 0.0000000000000000000000000 0.4087319255099535197928162 0.3975558000652882340020255 0.0000000000000000000000000 0.2070569357035170476866170 -0.2072058065466766407780597 0.0000000000000000000000000 1.3649438991518443309303166 0.2819370010443288943058349 0.0000000000000000000000000 1.1835106293686215028770903 -0.5912376198019828610341619 0.0000000000000000000000000 -0.4103624168353448009582962 -0.3961219646677710537474582 0.0000000000000000000000000 -0.2061199959646677626334821 0.2085623287723990249009631 0.0000000000000000000000000 -1.3633134078264530497648366 -0.2833708364418461855827047 0.0000000000000000000000000
   0.0125600006140477485660328 -1.1792100318508878005753876 0.5948275746429829952844721 0.0000000000000000000000000 0.4253117500844489331237692 0.3900533466981965944213557 0.0000000000000000000000000 0.2240804939933637340025709 -0.2035196435307735699802973 0.0000000000000000000000000 1.3459510242444918353517173 0.3044989160831515717290037 0.0000000000000000000000000 1.1782526190776819649784698 -0.5961657827127047706733127 0.0000000000000000000000000 -0.4269412969990436984144879 -0.3885705926850927645096531 0.0000000000000000000000000 -0.2231230812201578428945019 0.2048578516004952607079709 0.0000000000000000000000000 -1.3443214773298970700609986 -0.3059816700962555126630087 0.0000000000000000000000000
   0.0251200012280954971320656 -1.1737626982410847382964511 0.5996780202183653845583959 0.0000000000000000000000000 0.4421397501663588561352078 0.3822599644326941005567942 0.0000000000000000000000000 0.2408710207516101977974958 -0.1995696291701467752771411 0.0000000000000000000000000 1.3278626241375201415770755 0.3239944861535538722612862 0.0000000000000000000000000 1.1727848245082770317332830 -0.6009972873900376639753011 0.0000000000000000000000000 -0.4437682983125570857924850 -0.3807263161856066567194193 0.0000000000000000000000000 -0.2398931470188024357231765 0.2008888963418189686384390 0.0000000000000000000000000 -1.3262340759913219119197983 -0.3255281344006414271209636 0.0000000000000000000000000
   0.0376800018421432456980984 -1.1681024247301201974306751 0.6044286202836438170247032 0.0000000000000000000000000 0.4592199552076370554077416 0.3741500390729811498343679 0.0000000000000000000000000 0.2574407446159295395770001 -0.1953926917169209398967257 0.0000000000000000000000000 1.3108094592795463200919699 0.3406733328198401421479117 0.0000000000000000000000000 1.1671041035817131032532660 -0.6057282945079708499939842 0.0000000000000000000000000 -0.4608473236842009160617946 -0.3725634426070784108491534 0.0000000000000000000000000 -0.2564424234675223898884397 0.1966923659412478854159592 0.0000000000000000000000000 -1.3091820908029824594379168 -0.3422599292857429921554287 0.0000000000000000000000000
   0.0502400024561909942641312 -1.1622260241466046428760729 0.6090752335390892236558651 0.0000000000000000000000000 0.4765552787592520106732980 0.3656970592781389733609844 0.0000000000000000000000000 0.2738032710188454510765637 -0.1910227364639722429452415 0.0000000000000000000000000 1.2948814006101963196266105 0.3547666475324288112753890 0.0000000000000000000000000 1.1612072722358710634296377 -0.6103546364837783537478288 0.0000000000000000000000000 -0.4781811519318363880698527 -0.3640553836442411841083049 0.0000000000000000000000000 -0.2727845191081118161189772 0.1923021394086612841927175 0.0000000000000000000000000 -1.2932555274376119422300558 -0.3564083231663267115503710 0.0000000000000000000000000
   0.0628000030702387428301640 -1.1561302798754085857179170 0.6136133797251790436326648 0.0000000000000000000000000 0.4941474894948598352400217 0.3568735507230408451441519 0.0000000000000000000000000 0.2899731189139202109668660 -0.1864908940094552066778942 0.0000000000000000000000000 1.2801352512004236339687654 0.3664848127837732238300915 0.0000000000000000000000000 1.1550911187126624817720421 -0.6148718058186298567791746 0.0000000000000000000000000 -0.4957714080189230688852794 -0.3551745897167025689908780 0.0000000000000000000000000 -0.2889339577511740515098399 0.1877493201029059295854762 0.0000000000000000000000000 -1.2785113326763604003235077 -0.3681837737901116110056679 0.0000000000000000000000000
   0.0753600036842864913961968 -1.1498119605106447172208027 0.6180382271030099688508068 0.0000000000000000000000000 0.5119971647104024401426779 0.3476510082861879119044267 0.0000000000000000000000000 0.3059653485836905839072677 -0.1818257885164278429574082 0.0000000000000000000000000 1.2666014249991934386663649 0.3760165077374610171173842 0.0000000000000000000000000 1.1487524183290004249128670 -0.6192749426019174148487851 0.0000000000000000000000000 -0.5136185157110559897135818 -0.3458924825643755955410755 0.0000000000000000000000000 -0.3049058064020462360881808 0.1830625040153351973220185 0.0000000000000000000000000 -1.2649800739985398890954610 -0.3777750334592734445030379 0.0000000000000000000000000
   0.0879200042983342399622296 -1.1432678352063429024377693 0.6223445790776456541264533 0.0000000000000000000000000 0.5301036256102061160337616 0.3379998276086766519661217 0.0000000000000000000000000 0.3217952662636590293038655 -0.1770538104224706984682016 0.0000000000000000000000000 1.2542895114188837858317805 0.3835288253086694181270314 0.0000000000000000000000000 1.1421879489563991739212153 -0.6235588211643360670513981 0.0000000000000000000000000 -0.5317216319637990791819803 -0.3361793873277896607429945 0.0000000000000000000000000 -0.3207153800137152452761603 0.1782680525091610183653382 0.0000000000000000000000000 -1.2526715050652908226835618 -0.3853492655895565203724610 0.0000000000000000000000000
   0.1004800049123819885282625 -1.1364946899581041547954795 0.6265268599649246116208194 0.0000000000000000000000000 0.5484648536475527964274635 0.3278892373724336641079621 0.0000000000000000000000000 0.3374781921269798771677422 -0.1721993832526413753881593 0.0000000000000000000000000 1.2431928187885703174283107 0.3891680431036006423144292 0.0000000000000000000000000 1.1353945074431775824691707 -0.6277178358817657554002394 0.0000000000000000000000000 -0.5500785623106896613713726 -0.3260044654766915129393299 0.0000000000000000000000000 -0.3363780096120532493302822 0.1733903591694824247453310 0.0000000000000000000000000 -1.2415791101254334524844015 -0.3910528149993429045053638 0.0000000000000000000000000
   0.1130400055264297370942953 -1.1294893450587288309925333 0.6305790999195941048868573 0.0000000000000000000000000 0.5670773871000856806446686 0.3172872337230001073040597 0.0000000000000000000000000 0.3530292795530913690240315 -0.1672852180533528684212217 0.0000000000000000000000000 1.2332920185096237188567575 0.3930607871337076127765790 0.0000000000000000000000000 1.1283689272229320957308951 -0.6317459861495494935590405 0.0000000000000000000000000 -0.5686856564337945549527256 -0.3153356500299458305000954 0.0000000000000000000000000 -0.3519088617172945782512421 0.1684521042833081612767163 0.0000000000000000000000000 -1.2316837491759148445487004 -0.3950123708267620006028457 0.0000000000000000000000000
