 t x y z vx vy vz
   0.0000000000000000000000000 1.0000000000000000000000000 0.0000000000000000000000000 0.0000000000000000000000000 0.0000000000000000000000000 0.5000000000000000000000000 0.0000000000000000000000000
   0.0271400094105506278318167 0.9996316816821568468385718 0.0135683384531379099638701 0.0000000000000000000000000 -0.0271441751789816917334245 0.4998157899551280306276450 0.0000000000000000000000000
   0.0542800188211012556636334 0.9985263873576502381104060 0.0271266709154250115960244 0.0000000000000000000000000 -0.0543133694817877553208393 0.4992623784524968663953631 0.0000000000000000000000000
   0.0814200282316518834954501 0.9966830972478396215972596 0.0406649489042867263178160 0.0000000000000000000000000 -0.0815327248982781279337043 0.4983374126434859143343994 0.0000000000000000000000000
   0.1085600376422025113272668 0.9941001061502529442760409 0.0541730384773577103345908 0.0000000000000000000000000 -0.1088276305558647390158447 0.4970369417783928954847008 0.0000000000000000000000000
   0.1357000470527531391590835 0.9907750150144569210483456 0.0676406763015329431151387 0.0000000000000000000000000 -0.1362238498300824253407139 0.4953553725433149399117280 0.0000000000000000000000000
   0.1628400564633037669909001 0.9867047190128490876461831 0.0810574242518522416768518 0.0000000000000000000000000 -0.1637476517848033110692205 0.4932854051878679225014416 0.0000000000000000000000000
   0.1899800658738543948227168 0.9818853919676831277913383 0.0944126220009087374250163 0.0000000000000000000000000 -0.1914259485203124204370992 0.4908179490433319626582100 0.0000000000000000000000000
   0.2171200752844050226545335 0.9763124669512448983888691 0.1076953370150286952454720 0.0000000000000000000000000 -0.2192864401283199675938774 0.4879420155466931380630671 0.0000000000000000000000000
   0.2442600846949556504863502 0.9699806128279316195001331 0.1208943113149976854934832 0.0000000000000000000000000 -0.2473577691107105074644973 0.4846445863329213310877390 0.0000000000000000000000000
   0.2714000941055062783181669 0.9628837064539879852379735 0.1339979042844374082557810 0.0000000000000000000000000 -0.2756696863182178354518812 0.4809104533131262625639480 0.0000000000000000000000000
   0.2985401035160569061499836 0.9550148001916097508167295 0.1469940307152208040563792 0.0000000000000000000000000 -0.3042532307124008136322165 0.4767220268922655484924373 0.0000000000000000000000000
   0.3256801129266075339818003 0.9463660843276398330304602 0.1598700931628615390369604 0.0000000000000000000000000 -0.3331409255569741538930265 0.4720591075622055515082856 0.0000000000000000000000000
   0.3528201223371581618136170 0.9369288439115232129602177 0.1726129075408787468044998 0.0000000000000000000000000 -0.3623669940122516357507299 0.4668986149902401075621001 0.0000000000000000000000000
   0.3799601317477087896454337 0.9266934094406367434819561 0.1852086207056179339302526 0.0000000000000000000000000 -0.3919675975508859204526065 0.4612142673533115845546517 0.0000000000000000000000000
   0.4071001411582594174772504 0.9156491007212989654909079 0.1976426185640589053102886 0.0000000000000000000000000 -0.4219811011484863017252079 0.4549762019711418913749024 0.0000000000000000000000000
   0.4342401505688100453090671 0.9037841631179978317696369 0.2098994229666450579044936 0.0000000000000000000000000 -0.4524483698462834644932185 0.4481505261717947373362251 0.0000000000000000000000000
   0.4613801599793606731408837 0.8910856952684427586119238 0.2219625753120259047124526 0.0000000000000000000000000 -0.4834131020554203865924105 0.4406987846549385918445612 0.0000000000000000000000000
   0.4885201693899113009727004 0.8775395671841327835089478 0.2338145043737651439744934 0.0000000000000000000000000 -0.5149222058981188333113660 0.4325773262338082481822304 0.0000000000000000000000000
   0.5156601788004619288045171 0.8631303274706980721914374 0.2454363753382008108522061 0.0000000000000000000000000 -0.5470262259883785886137883 0.4237365485120126909812128 0.0000000000000000000000000
   0.5428001882110125566363338 0.8478410981839541841053290 0.2568079163883133481165374 0.0000000000000000000000000 -0.5797798293763799957991824 0.4141199934821995635514021 0.0000000000000000000000000
   0.5699401976215631844681505 0.8316534555801219028099270 0.2679072183415635000891314 0.0000000000000000000000000 -0.6132423609517076811698574 0.4036632598057817930980844 0.0000000000000000000000000
   0.5970802070321138122999672 0.8145472947147507576678870 0.2787105017978636547954149 0.0000000000000000000000000 -0.6474784804567410691403946 0.3922926880758773289158709 0.0000000000000000000000000
   0.6242202164426644401317839 0.7965006754863572378411578 0.2891918449064759561911102 0.0000000000000000000000000 -0.6825588954341767275932333 0.3799237628860582600544603 0.0000000000000000000000000
   0.6513602258532150679636006 0.7774896472987939540806129 0.2993228631214067669475247 0.0000000000000000000000000 -0.7185612069376369628912046 0.3664591589114202928088813 0.0000000000000000000000000
   0.6785002352637656957954173 0.7574880490220282414791215 0.3090723300513347096796055 0.0000000000000000000000000 -0.7555708876527978607464031 0.3517863358745152791772549 0.0000000000000000000000000
   0.7056402446743163236272340 0.7364672803568247647977781 0.3184057255381590076349775 0.0000000000000000000000000 -0.7936824151180942296029178 0.3357745569465519608698762 0.0000000000000000000000000
   0.7327802540848669514590507 0.7143960400514259239632700 0.3272846931591483008666721 0.0000000000000000000000000 -0.8330005857697988921434828 0.3182711635251690146716938 0.0000000000000000000000000
   0.7599202634954175792908674 0.6912400256837350437105155 0.3356663840735000792107823 0.0000000000000000000000000 -0.8736420380753057359688407 0.2990968815790955182504729 0.0000000000000000000000000
   0.7870602729059682071226840 0.6669615889360213608086762 0.3435026569951544645025349 0.0000000000000000000000000 -0.9157370140820867248149230 0.2780398536140926724425847 0.0000000000000000000000000
   0.8142002823165188349545007 0.6415193395136673470255820 0.3507390942969253709427791 0.0000000000000000000000000 -0.9594313864134627091587118 0.2548479748299397355455291 0.0000000000000000000000000
   0.8413402917270694627863174 0.6148676902295259235381262 0.3573137806921083647740813 0.0000000000000000000000000 -1.0048889685143040756585326 0.2292189453502578347484230 0.0000000000000000000000000
   0.8684803011376200906181341 0.5869563355610060971378585 0.3631557718785774241865042 0.0000000000000000000000000 -1.0522941030509302161198234 0.2007872061737289123274100 0.0000000000000000000000000
   0.8956203105481707184499508 0.5577296567138313824693912 0.3681831533384650683970346 0.0000000000000000000000000 -1.1018544740410980327346537 0.1691065628160519642294087 0.0000000000000000000000000
   0.9227603199587213462817675 0.5271260489069066924323396 0.3723005500758085479543386 0.0000000000000000000000000 -1.1538039881487780613215547 0.1336267495765287005885055 0.0000000000000000000000000
   0.9499003293692719741135842 0.4950771731763546721054869 0.3753958899661875721927252 0.0000000000000000000000000 -1.2084053723488032013388710 0.0936613366956450987368397 0.0000000000000000000000000
   0.9770403387798226019454009 0.4615071492684123393224499 0.3773361361098912197386949 0.0000000000000000000000000 -1.2659517454362147951391365 0.0483430428128649077379937 0.0000000000000000000000000
   1.0041803481903732297772176 0.4263317356079769067239635 0.3779615698174792586608317 0.0000000000000000000000000 -1.3267656507069769988716570 -0.0034396410087256675627924 0.0000000000000000000000000
   1.0313203576009238576090343 0.3894576018899144993808547 0.3770779963789475295589551 0.0000000000000000000000000 -1.3911924938109699771174626 -0.0631341589542834907753925 0.0000000000000000000000000
   1.0584603670114744854408510 0.3507819204970584287725853 0.3744459100415170637518258 0.0000000000000000000000000 -1.4595821700899187910700826 -0.1326595563812195306073580 0.0000000000000000000000000
   1.0856003764220251132726676 0.3101927506147493276736747 0.3697651033046932452465251 0.0000000000000000000000000 -1.5322460115831639280004328 -0.2146120585646189150437485 0.0000000000000000000000000
   1.1127403858325757411044843 0.2675712092030904714468851 0.3626522776070862811141533 0.0000000000000000000000000 -1.6093616736587481211598807 -0.3125847384514913882760656 0.0000000000000000000000000
   1.1398803952431263689363010 0.2227975515615137292356004 0.3526076135820493023405346 0.0000000000000000000000000 -1.6907656004933450914029442 -0.4316780989849650278461121 0.0000000000000000000000000
   1.1670204046536769967681177 0.1757658328700630891499498 0.3389634568420346218474633 0.0000000000000000000000000 -1.7754940718516711324295605 -0.5793367603626324504547287 0.0000000000000000000000000
   1.1941604140642276245999344 0.1264178601973784176979270 0.3208033698336571309636226 0.0000000000000000000000000 -1.8607361219011297351389714 -0.7667462344778964155245527 0.0000000000000000000000000
   1.2213004234747782524317511 0.0748222365515264745297499 0.2968316915496000779120022 0.0000000000000000000000000 -1.9393369486269557382256972 -1.0111521712329199249819373 0.0000000000000000000000000
   1.2484404328853288802635678 0.0213640510050233634482884 0.2651637875095696752545696 0.0000000000000000000000000 -1.9935400275867973384641988 -1.3393819486818766343538977 0.0000000000000000000000000
   1.2755804422958795080953845 -0.0327815427863350930410267 0.2230174231492103642833253 0.0000000000000000000000000 -1.9787375989859462174458085 -1.7908565185092689375756075 0.0000000000000000000000000
   1.3027204517064301359272012 -0.0844515905179610979428644 0.1664643278050022222260797 0.0000000000000000000000000 -1.7835975798191602437474674 -2.4048644502151879274401815 0.0000000000000000000000000
   1.3298604611169807637590179 -0.1258741683487689002969862 0.0914620297257716851423780 0.0000000000000000000000000 -1.1756470048143591550030751 -3.1179784053166550528726349 0.0000000000000000000000000
   1.3570004705275313915908346 -0.1428571036571214965852717 0.0001400000357385808466549 0.0000000000000000000000000 -0.0019600000969717971422993 -3.4999990395996743367315122 0.0000000000000000000000000
   1.3841404799380820194226512 -0.1259681131352647369042365 -0.0912125137043978800954814 0.0000000000000000000000000 1.1729709044075264454895306 -3.1199195218940321853947352 0.0000000000000000000000000
   1.4112804893486326472544679 -0.0845942367742579025547702 -0.1662718566622366707982873 0.0000000000000000000000000 1.7825570000840588288962623 -2.4069126426791730296607829 0.0000000000000000000000000
   1.4384204987591832750862846 -0.0329398326707769299315465 -0.2228740922500704749261987 0.0000000000000000000000000 1.9785078949976668541489809 -1.7924149610261110276952416 0.0000000000000000000000000
   1.4655605081697339029181013 0.0212045641235085949069770 -0.2650565918303315184588247 0.0000000000000000000000000 1.9936305350833721993982373 -1.3405092805734834857628901 0.0000000000000000000000000
   1.4927005175802845307499180 0.0746670811976391482405810 -0.2967507662251913577882470 0.0000000000000000000000000 1.9395455210755377800241091 -1.0119803572848513175818034 0.0000000000000000000000000
   1.5198405269908351585817347 0.1262689913892080105140174 -0.3207420050669728423958774 0.0000000000000000000000000 1.8609827833840342842595066 -0.7673724821246384297920592 0.0000000000000000000000000
   1.5469805364013857864135514 0.1756237831909564411001239 -0.3389170903950560714075340 0.0000000000000000000000000 1.7757466756573335202505477 -0.5798240690542218794323529 0.0000000000000000000000000
   1.5741205458119364142453681 0.2226622804408713520123960 -0.3525730637689976538472977 0.0000000000000000000000000 1.6910112479756893819086288 -0.4320669687570750129931074 0.0000000000000000000000000
   1.6012605552224870420771848 0.2674424508702226435334155 -0.3626272581392147633523293 0.0000000000000000000000000 1.6095955381865559652527855 -0.3129017717771069516378749 0.0000000000000000000000000
   1.6284005646330376699090015 0.3100701620620412522145894 -0.3697479238078950395853468 0.0000000000000000000000000 1.5324667499386553589198602 -0.2148752354995039905899182 0.0000000000000000000000000
